YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2015," 5,560.37 ",NEC WATER DAMAGE,Water,18,NSW,2047,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 644,955.33 "
2010, 695.17 ,COLLAPSE OF BUILDING/STRUCTURE,Other Property Damage,9,VIC,3066,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 156,805.05 "
2010, 586.12 ,NEC WATER DAMAGE,Water,11,SA,5033,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 1,050,671.81 "
2012," 2,305.65 ",MALICIOUS DAMAGE,Malicious Damage,12,SA,5033,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 1,126,751.62 "
2012," 1,491.68 ",MALICIOUS DAMAGE,Malicious Damage,14,VIC,3185,32,Construction Services,3232,Electrical Services,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 338,849.56 "
2011," 2,343.48 ",MALICIOUS DAMAGE,Malicious Damage,19,NSW,2170,31,Heavy and Civil Engineering Construction,3109,Other Heavy and Civil Engineering Construction,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,444,537.84 "
2012," 3,725.55 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,14,VIC,3189,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 639,755.70 "
2010, 698.66 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,SA,5112,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,MAINRD,ALLOYSTEEL,IRONSTEFR,CONCRETE,Y,N,Y,N,N,N,N,N," 703,995.68 "
2010, 531.66 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,SA,5112,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,MAINRD,ALLOYSTEEL,IRONSTEFR,CONCRETE,Y,N,Y,N,N,N,N,N," 595,913.54 "
2015," 5,195.60 ",Impact/damage by object/vehicle/person,Impact by Third Party,20,SA,5069,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 575,945.74 "
2014," 6,386.42 ",MALICIOUS DAMAGE,Malicious Damage,23,NSW,2765,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 367,669.42 "
2010," 3,938.29 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,NSW,2164,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 264,153.72 "
2011," 1,662.36 ",MALICIOUS DAMAGE,Malicious Damage,14,NSW,2146,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 359,402.16 "
2014," 11,348.33 ",OVERFLOW/DEFECT IN WATER APPAR,Water,13,NSW,2782,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,WOOD,N,N,Y,N,Y,N,N,N," 599,725.15 "
2011," 2,159.38 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,16,VIC,3130,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 147,048.00 "
2013," 92,788.36 ",NEC WATER DAMAGE,Water,16,VIC,3181,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 577,018.86 "
2011," 1,771.69 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,NSW,2164,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 530,534.79 "
2013," 2,142.39 ",NEC WATER DAMAGE,Water,20,NSW,2107,41,Food Retailing,4129,Other Specialised Food Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 589,156.50 "
2011," 1,813.53 ",MALICIOUS DAMAGE,Malicious Damage,17,VIC,3141,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 834,815.07 "
2015," 1,291.85 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,21,VIC,3141,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,102,866.66 "
2011," 8,162.77 ",NEC WATER DAMAGE,Water,14,NSW,2028,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 471,154.35 "
2014," 31,830.85 ",Accidental Loss or Damage,Accident Loss or Damage,17,NSW,2170,42,Other Store-Based Retailing,4253,Watch and Jewellery Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 398,533.85 "
2015," 44,948.18 ",FIRE (NOT ARSON),Fire,18,NSW,2170,42,Other Store-Based Retailing,4253,Watch and Jewellery Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 433,285.34 "
2010, 920.57 ,NEC WATER DAMAGE,Water,16,NSW,2765,94,Repair and Maintenance,9411,Automotive Electrical Services,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 309,138.34 "
2010," 3,627.96 ",MALICIOUS DAMAGE,Malicious Damage,10,NSW,2143,42,Other Store-Based Retailing,4221,"Electrical, Electronic and Gas Appliance Retailing",PROPOWNER,MAINRD,CONCRETSLA,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 470,850.55 "
2011," 3,512.93 ",MALICIOUS DAMAGE,Malicious Damage,11,NSW,2143,42,Other Store-Based Retailing,4221,"Electrical, Electronic and Gas Appliance Retailing",PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 527,898.70 "
2012," 1,450.41 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,11,NSW,2143,42,Other Store-Based Retailing,4221,"Electrical, Electronic and Gas Appliance Retailing",PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 557,296.45 "
2014," 3,603.89 ",OVERFLOW/DEFECT IN WATER APPAR,Water,11,SA,5025,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 648,062.87 "
2013," 33,832.54 ",FIRE (NOT ARSON),Fire,21,NSW,2164,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 513,417.43 "
2014," 2,402.91 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,13,VIC,3163,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 241,913.89 "
2015," 2,818.03 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,15,VIC,3163,70,Computer System Design and Related Services,7000,Computer System Design and Related Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 261,704.24 "
2015," 98,349.11 ",Fire (Non-Natural Occurrence),Fire,18,NSW,2227,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,453,727.81 "
2014," 2,005.18 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,NSW,2303,42,Other Store-Based Retailing,4272,Stationery Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,035,862.22 "
2012," 87,471.91 ",FIRE (NOT ARSON),Fire,11,NSW,2073,42,Other Store-Based Retailing,4221,"Electrical, Electronic and Gas Appliance Retailing",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 965,147.18 "
2010," 7,343.81 ",NEC WATER DAMAGE,Water,6,NSW,2208,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 652,061.32 "
2010, 961.83 ,MALICIOUS DAMAGE,Malicious Damage,12,NSW,2140,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 141,743.75 "
2015," 2,088.05 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,NSW,2144,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,N,N,N," 182,326.50 "
2012," 8,343.30 ",NEC WATER DAMAGE,Water,18,NSW,2753,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 2,847,419.36 "
2013," 127,332.63 ",FIRE (NOT ARSON),Fire,21,NSW,2325,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 139,282.94 "
2015, 903.73 ,MALICIOUS DAMAGE,Malicious Damage,22,NSW,2166,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 112,338.23 "
2012, 106.54 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,11,TAS,7050,21,Primary Metal and Metal Product Manufacturing,2142,"Aluminium Rolling, Drawing, Extruding",PROPOWNER,CONVERSION,ALLOYSTEEL,IRONSTEFR,CONCRETE,N,N,Y,Y,N,N,N,N," 340,335.72 "
2011," 2,231.24 ",NEC WATER DAMAGE,Water,21,NSW,2650,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 298,535.72 "
2012," 2,518.18 ",NEC WATER DAMAGE,Water,14,NSW,2830,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 238,046.87 "
2013," 12,293.19 ",FIRE (NOT ARSON),Fire,21,NSW,2516,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYWOOD,WOOD,WOOD,N,N,N,N,N,N,N,N," 116,101.10 "
2010," 4,568.82 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,9,NSW,2821,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 135,529.25 "
2011," 1,104.68 ",NEC WATER DAMAGE,Water,10,NSW,2760,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,419,464.60 "
2011, 93.61 ,NEC WATER DAMAGE,Water,10,NSW,2760,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,359,216.39 "
2012," 6,603.50 ",NEC WATER DAMAGE,Water,20,NSW,2010,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 500,986.63 "
2011," 1,863.78 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,NSW,2263,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 698,786.30 "
2011," 2,511.19 ",FIRE (NOT ARSON),Fire,13,NSW,2195,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 385,182.12 "
2011," 8,095.43 ",FIRE (NOT ARSON),Fire,11,NSW,2527,41,Food Retailing,4121,"Fresh Meat, Fish and Poultry Retailing",PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 132,146.66 "
2013," 2,299.13 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,16,NSW,2565,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,030,288.53 "
2015," 7,776.89 ",Fire (Non-Natural Occurrence),Other Property Damage,16,NSW,2137,85,Medical and Other Health Care Services,8539,Other Allied Health Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 216,411.68 "
2012," 6,496.62 ",NEC WATER DAMAGE,Water,11,NSW,2195,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 333,405.73 "
2012," 6,996.04 ",NEC WATER DAMAGE,Water,11,VIC,3820,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,280,576.80 "
2015," 1,818.26 ",NEC WATER DAMAGE,Water,21,NSW,2560,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,289,993.27 "
2014," 6,371.77 ",OVERFLOW/DEFECT IN WATER APPAR,Water,22,NSW,2040,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 606,142.65 "
2012," 194,249.59 ",FIRE (NOT ARSON),Fire,13,ACT,2607,91,Sports and Recreation Activities,9111,Health and Fitness Centres and Gymnasia Operation,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,786,944.53 "
2013, 842.47 ,MALICIOUS DAMAGE,Malicious Damage,15,NSW,2148,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 442,959.78 "
2012," 1,495.33 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,VIC,3175,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 144,033.86 "
2011," 3,110.12 ",COLLAPSE OF BUILDING/STRUCTURE,Other Property Damage,18,NSW,2323,42,Other Store-Based Retailing,4214,Manchester and Other Textile Goods Retailing,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 707,918.52 "
2014," 2,778.64 ",MALICIOUS DAMAGE,Malicious Damage,15,NSW,2680,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,284,932.08 "
2010, 504.68 ,MALICIOUS DAMAGE,Malicious Damage,14,QLD,4501,24,Machinery and Equipment Manufacturing,2469,Other Specialised Machinery and Equipment Manufacturing,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 208,183.05 "
2014," 5,361.16 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,VIC,3048,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 758,696.52 "
2012," 1,690.70 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,QLD,4217,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 529,477.71 "
2011," 2,820.07 ",MALICIOUS DAMAGE,Malicious Damage,10,TAS,7310,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 749,520.16 "
2012," 5,044.96 ",NEC WATER DAMAGE,Water,12,NSW,2068,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,971,535.74 "
2015," 1,165.87 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,NSW,2164,25,Furniture and Other Manufacturing,2512,Metal Furniture Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 283,107.63 "
2011," 3,957.42 ",FIRE (NOT ARSON),Fire,16,NSW,2571,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,OFFICEGRND,ALLOYSTEEL,FIBRO,CONCRETE,N,N,Y,N,N,N,Y,N," 240,442.05 "
2012," 1,632.60 ",NEC WATER DAMAGE,Water,18,NSW,2571,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,CONVERSION,ALLOYSTEEL,FIBRO,CONCRETE,N,N,Y,N,N,N,Y,N," 300,611.84 "
2012," 1,056.44 ",MALICIOUS DAMAGE,Malicious Damage,11,NSW,2753,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,N,N," 2,417,568.27 "
2013," 156,514.85 ",MALICIOUS DAMAGE,Malicious Damage,12,NSW,2753,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,N,N," 3,090,823.83 "
2010," 1,500.28 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2032,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 292,261.80 "
2012, 739.78 ,NEC WATER DAMAGE,Water,20,NSW,2032,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,FIBRCEMENT,BRICK,WOOD,N,N,N,N,Y,N,Y,N," 584,180.08 "
2012," 11,611.45 ",MALICIOUS DAMAGE,Malicious Damage,20,NSW,2032,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,FIBRCEMENT,BRICK,WOOD,N,N,N,N,Y,N,Y,N," 583,324.13 "
2012," 8,541.75 ",FIRE (NOT ARSON),Fire,14,NSW,2161,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 488,047.47 "
2015," 2,439.24 ",Impact/damage by object/vehicle/person,Impact by Third Party,24,NSW,2820,29,"Waste Collection, Treatment and Disposal Services",2921,Waste Treatment and Disposal Services,PROPOWNER,CONVERSION,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 103,420.23 "
2013, 504.14 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,NSW,2800,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,382,683.98 "
2010, 515.53 ,MALICIOUS DAMAGE,Malicious Damage,11,NSW,2015,55,Motion Picture and Sound Recording Activities,5514,Post-production Services and Other Motion Picture and Video Activities,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 234,333.24 "
2011," 3,382.60 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,ACT,2603,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,Y,Y,Y,N,N,N,N,N," 736,948.94 "
2014, 123.32 ,MALICIOUS DAMAGE,Malicious Damage,22,NSW,2830,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 210,228.50 "
2014," 2,475.36 ",MALICIOUS DAMAGE,Malicious Damage,22,NSW,2830,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 147,766.25 "
2013," 296,512.88 ",FIRE (NOT ARSON),Fire,13,NSW,2130,41,Food Retailing,4129,Other Specialised Food Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,Y,N,N,N," 359,238.70 "
2015," 6,285.55 ",Impact/damage by object/vehicle/person,Impact by Third Party,14,NSW,2533,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,114,149.35 "
2010, 197.24 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,NSW,2565,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,523,897.31 "
2012, 965.00 ,ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,15,NSW,2565,32,Construction Services,3291,Landscape Construction Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,208,386.66 "
2014," 2,708.55 ",OVERFLOW/DEFECT IN WATER APPAR,Water,16,NSW,2565,32,Construction Services,3291,Landscape Construction Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,588,782.02 "
2015," 5,044.93 ",Damage From Sudden / Long-Term Sound / Noise,Other Property Damage,22,NSW,2035,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 321,906.53 "
2010, 183.58 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,9,WA,6160,44,Accommodation,4400,Accommodation,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,212,693.70 "
2013," 1,230.43 ",OVERFLOW/DEFECT IN WATER APPAR,Water,12,WA,6160,44,Accommodation,4400,Accommodation,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,366,324.33 "
2013," 3,469.72 ",NEC WATER DAMAGE,Water,12,WA,6160,44,Accommodation,4400,Accommodation,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,256,137.39 "
2015, 183.51 ,OVERFLOW/DEFECT IN WATER APPAR,Water,14,WA,6160,44,Accommodation,4400,Accommodation,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,368,387.79 "
2011," 3,898.24 ",OVERFLOW/DEFECT IN WATER APPAR,Water,11,NSW,2036,11,Food Product Manufacturing,1174,Bakery Product Manufacturing (Non-factory based),PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 348,259.33 "
2013," 3,278.06 ",NEC WATER DAMAGE,Water,15,NSW,2144,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,WOOD,N,Y,Y,N,N,N,Y,N," 282,921.30 "
2011," 4,241.96 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,10,NSW,2200,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 330,316.52 "
2012," 2,298.95 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,QLD,4570,66,Rental and Hiring Services (except Real Estate),6639,Other Goods and Equipment Rental and Hiring n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,IRONSTEFR,WOOD,N,N,Y,Y,N,N,Y,N," 2,635,625.88 "
2012," 3,715.60 ",NEC WATER DAMAGE,Water,16,QLD,4570,66,Rental and Hiring Services (except Real Estate),6639,Other Goods and Equipment Rental and Hiring n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,IRONSTEFR,WOOD,N,N,Y,Y,N,N,Y,N," 2,573,084.51 "
2013," 124,886.61 ",FIRE (NOT ARSON),Fire,12,NSW,2200,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 941,757.22 "
2011, 261.26 ,MALICIOUS DAMAGE,Malicious Damage,16,NSW,2292,33,Basic Material Wholesaling,3339,Other Hardware Goods Wholesaling,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 287,387.25 "
2013," 4,414.10 ",OVERFLOW/DEFECT IN WATER APPAR,Water,19,NSW,2333,34,Machinery and Equipment Wholesaling,3491,Professional and Scientific Goods Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 146,911.54 "
